ID,content
6115,Ko ga bisa ke buka menu
6116,Oke
6117,Buat transaksi ERROR pengaturan jam terus lah
6118,Admin tolong bantu akun saya dong. Kenapa akun saya di saat transfer ngak berhasil². Tetapi transaksi Tertunda. Mana saldo nya udah hilang. Mohon d bantu ya admin
6119,"Respon lambat poll, aplikasi terjelek layanannya tdk dpt membantu sama sekali,sdh menghubungi lewat wa twitter supaya dpt solusi mlh disuruh dateng kelokasi bank kocak trs apa gunanya cs dsb??? Udh paling bener pakai BNI semua penanganan gercep malah pakai MANDIRI YG SUPER REPOT GARA2 KEBIJAKAN PABRIK MALES BGT"
6120,"Gak bisa login,nomor kartu debitnya gak ada soalnnya buat di hp"
6121,Mantap tingkatkan lagi
6122,Udah nyaman pake mandiri
6123,Sangat bagus Dan mudah
6124,"Please support my problem, Always setting automatic time in my phone, why?"
6125,"1. Pembukaan livin yang terblokir tidak bisa online.. harus telfon ehh malah ngga bisa harus ke kcp, setelah datang tidak langsung bisa kebuka karena antrian dari pusat... bayangkan penduduk indonesia ada 270k 2. Antrianya lamaaaaa sekali 3. Teller tidak bisa buat mengambil uang jika tidak ada atm nya ( trus apa gunanya teller?) 4. Tempat ATM sedikit 5. Unit nya sangat jauh2 TOLONG DI PERBAIKI UNTUK KEMUDAHAN NASABAH"
6126,Ok
6127,"Gimana ini livin by mandiri Kenapa tidak bisa di buka aplikasi nya, dari tadi pagi. Kirain jaringan saya. Buka aplikasi yg lain lancar, buka m banking lain lancar, buka livin tidak bisa. Tolong di perbaiki"
6128,Aplikasinya tidak sesuai dengan yang di harapkan susah masuknya di kata sandi tidak bisa di sentuh kayak hp yang error ternyata aplikasi yang jelek bukan memudahkan tapi mempersulit
6129,Aplikasinya mengecewakan sebesar bank mandiri aplikasi begini.
6130,"Saya menginstall aplikasi ini hanya untuk mengecek dan mengambil PKH. Lalu tiba2 ada popup harus mengubah password, tetapi diharuskan untuk mengisi debit atau kartu kredit yang dimana saya tidak memiliki keduanya. Alhasil saya jadi tidak dapat masuk ke Livin."
6131,Hebat
6132,Tolong dong kak di perbaiki lagii
6133,"Apk gak jelas, pembayaran gagal terus, waktu dan tanggal apa coba, otomatis udah di atur ulang udah tetep gak bisa buat transaksi, orang IT nya tru kah"
6134,"Sekarang mandiri 2,500hilsng sdh tlpon bank mandiri katanya uang kembil 11 hari krja sampai hri uang hilang tak ada gantinya"
6135,Jelek aplikasi nya
6136,mantap
6137,Bagus
6138,"Bank bego, nasabah kesusahan malah di persulit lagi, jaringan sering eror la, payah, tarik tunai tanpa kartu di ATM, transaksi berhasil, saldo terpotong, namun uang nya tidak keluar dari ATM, kalau emng ada kerusakan ATM atau sistem jaringan ya jangan di potong dong saldo nya, ya kalau pun di potong, ya tidak usah repot² sampai nasabah harus hubungi call centre segala, atau harus ke bank laporan, harusnya dah kesalahan sistem ya otomatis saldo balik dong, ini udah habis isi pulsa 20rb lebih...😡"
6139,sangat senang
6140,Kak gamna ini dari kemarin malem kok punya saya gak bisa buat transaksi kenapa ini... Tolong di bantu kak
6141,"Min, cara mengecek saldo di Apk yg terbaru ini gmna ya caranya?"
6142,Mantap
6143,Tak puas
6144,Knp selalu di bilang regis padahal Sdah di perbaiki pihak bank
6145,Kadang-kadang susah login
6146,"Ini Livin mandiri udh seminggu gak bisa di akses koq bisa sih, udh DTG ke cabang terdekat ttp gak ada perubahan, saya butuh soalnya buat beli tiket timnas Indonesia, tolong cepat diperbaiki"
6147,tolong adain voucher gratis ongkir di sukha
6148,"Lu pernah mikir nggak kalo lu TARUH UANG di BANK dengan alasan agar tidak di PINJAM tapi di BANK LU TARUH itu tuh UANG di PINJAM, mungkin ada pertanyaan 'kenapa bisa di pinjam?'Simpel UANG lu itu nggak mungkin NGANGGUR di BANK karena mereka yang pasti ingin dapat UANG lagi dari UANG lu lewat orang lain dengan cara MENGHILANGKAN,kalo cuman ingin BERH∆RAP dapat UANG lagi dari DEPOSITO mending tuh UANG lu putar di apa yang bikin lu DAPAT UANG LAGi bukan deposito itu lu cuman kasih makan PIHAK BANK"
6149,Bagus banget
6150,Aplikasi sangat membantu
6151,"APLIKASI GA JELAS . Sistem operasi tidak mendung,. HARUS PAKE HAPE APA?? HAPE TERBARU GAK BISA ,HAPE LAMA GAK BISA .. BENERIN TUH APLIKASI .,SAMPAH!"
6152,Orang mau login kok gabisa Akun jg pnya sndiri suruh ke kantor cabang. Trus apa gunanya ada aplikasi ni kalau login aja suruh ke kantor cabang. Kantor belum merata dikira smua tempat ada kantor cabangnya?
6153,Kenapa hari ini gak bisa buka aplikasi by living mandri ??kalau ad pmbaikan kasih tau dulu min
6154,"Knp gak bisa transfer heran deh, gunanya hanya trima uang saja"
6155,Sekarang saldo terenpnya berapa si masak setiap mau ambil uang enggak bisa terus payah banget emang mandiri dari dulu emang eror semua
6156,Daftar online sulit di acc
6157,"Gak bisa transfer , suruh update jam otomatis, padahal sudah otomatis, di download ulang pun percuma tetep gitu terus"
6158,Bank tolol
6159,Bguss layanan nya
6160,Admin knpa ya kok masuk buka mbking ga slalu menghubungkan.dan ga bisa dibuka
6161,mempermudah untuk transaksi
6162,Susah di buka
6163,Berapa kali potongan administrasi dalam sebulan kalau pakai livin mandiri????
6164,Loding parah
6165,baik
6166,Super apps yang bisa ini itu good job mandiri
6167,Mantap Livin😍
6168,stor tunai uang sering nyangkut giliran pegembalian dana lama bgt buruk banget! udah dari taggal 2 sampai skrg dana masih blm kembali. udh 2x kejadian. beda sm bank lain proses cepet tolong ditingkatkan lagi pelayanan dn kinerjanya
6169,"Kok aku bukan aku, malah gak bisa kebuka dengan alesan LAYANAN TIDAK TERSEDIA UNTUK SEMENTARA?? WHYYYYYYYYYY"
6170,"tidak bisa login ke livin mandiri "" layanan tidak tersedia sementara"" selalu muncul begitu"
6171,Mohon dicek kenapa saya kok tiba² tidak bisa akses k livin
6172,okeh banget tak ada lawan aplikasinya
6173,Masa ferifikasi wajah aja susahnya minta ampun
6174,Anjiw rugi 62 ribu bapak gua buat ngisi pulsa gua riwayat sukses tapi pulsanya gak masuk2
6175,Sangat bermanfaat
6176,Lemottnyeee
6177,"Belakangan ini livin sering gangguan, setiap mau TF muncul keterangan cek hp anda untuk pengaturan jam otomatis, padahal udh otomatis, tolong diperbaiki sy jadi ga bisa TF mesti ke atm lagi"
6178,Masih proses
6179,"Apaan ini bank vertifikasi muka gak bisa bodoh ini aplikasi,eror mulu gak berguna pakai bank ini,tlg perbaiki aplikasi bank anda jgn biki repot org pakai bank anda"
6180,Sangat biruk msak gk bisa masuk layanan diperbarui kyak gimna
6181,Oke
6182,Mantap
6183,"Ga jelas kelamaan offline nya. Org butuh malem"" jadi ga bisa apa²"
6184,Kok gk bisa masuk yah di paksa berenti trus dari tadi
6185,"Livin mandiri mengapa tidak bisa 24 jam, seperti dana qris gtu untuk transaksi nya"
6186,Kode OTP mandiri Eror...sampai sekarang masih ada bugny
6187,"Bingung dengan kebijakan mandiri ini, biaya tutup rekening 50.000 tapi uang yang tidak bisa digunakan 100.000,. Jadi sama saja biaya tutup 100.000,. Parah caranya ...👎👎"
6188,Sangat baik
6189,Kenpa saya tidak bisab' mendaftar kartu debit saya
6190,Kenapa ga bisa login padahal saya sudah ada kartu debit nya Tolong dong admin nya gimana solusi nya
6191,"Baru mau daftar dan buka rekening tapi gak bisa mulu, untuk developer tolong diperbaiki ini ya"
6192,"Tidak bisa login ""sistem operasi anda tidak mendukung"" Padahal saya pakai android versi 14. Setelah dicoba di hp lain tidak bisa verifikasi wajah"
6193,Pak/ibu aku tadi salah kirim ke nomor yang salah bapak/ibu apa bisa bantu
6194,Ganti password mulu
6195,Lumayan bagus
6196,"Muncul terus notif matikan fitur berbagi layar, harus restart hp setiap kali mau pakai, mohon di perbaiki secepatnya"
6197,"kenapa buka livin susah bnget ya,, pdhl buka aplikasi bank sebelah masih lancar2 aja, livin seharian gk konek😭,, gimana klo mau belanja trs mau bayar gk bisa d login,, tolong dong d perbaiki ....."
6198,Untuk by mandiri ko tidak bisa masuk ya. Padahal data2 sudah benar. Selalu jawban. Layanan tidak tersedia untuk sementara. Knp ya admin@
6199,Kok gk bs kebuka pas ud msuk akun lain pakai no yg sm
6200,"Udah beberapa hari tidak bisa transfer,top up,,disuruh cek pengaturan handphone aj,,udah tak cek,,tapi tetep tidak bisa"
6201,min kenapa verivikasi tidak bisa ya?
6202,"Fitur nya bagus,tp kadang susah buka aplikasi untuk login nya"
6203,"Gak bisa login,Livin by mandiri telah berhenti"
6204,Aplikasi seri ginta install ulang
6205,Ada kendala apa lagi livin parah eror mulu
6206,Kenapa nggak bisa di instal app nya
6207,Buka aplikasinya terlalu lama... Saat pembayaran menggunakam qris harus menunggu lama untuk bisa terbuka ke menu utama dan harus berulang kali.. padahal pembayaran menggunakan qris butuh waktu cepat... Untuk top up harus berkali-kali keluar masuk aplikasi.. tolong di perbaiki agar transaksi lebih lancar dan cepat. Terima kasih.
6208,Semua jadi mudha berkat aplikasi livin mandiri
6209,"Wahai BUMN Mandiri saya sudah ratusan kali verifikasi pengenalan wajah sesuai instruksi tapi tetap tidak bisa padahal hp saya kameranya bagus, datang ke bank mandiri tidak ada solusi, jangan mempersulit nasabah dong...kalau tidak ada nasabah bank kalian akan bangkrut karena bukan hanya saya kesulitan di Livin seperti ini, mohon solusinya..."
6210,Semakin baru semakin bobrok
6211,"Baru bikin kemarin udah ga bisa di buka katanya suruh ""jaga keamanan akun dan aktifitas anda"". Sampe di uninstall ulang tetep ga bisa dibuka"
6212,Saya sangat senang mendapatkn duit ini terimakasih
6213,"Min kenapa sih sekarang Livin makin ribet,kalau nasabah ganti no.hp baru,nasabah nggak bisa lagi login,bukanya untuk memudahkan nasabah malah menyulitkan nasabah,dan untuk memperbaikinya itu lama sekali butuh berbulan2,🤦"
6214,Ini kenapa livin susah di buka udah 2 hari ini😡😡
6215,"Perkara ganti nomor doang jadi susah login harus ke cabang ,di cabang suruh nunggu satu jam ,udh satu jam tetep aja GK bisa login mbangking ,telpon 14000 GK bisa di proses harus ke cabang ,udh ke cabang lagi harus laporan menunggu 1bln ,mengjengkel kan"
6216,Akhi-akhir ini susah dibuka. Loading lama.
6217,💪
6218,"Kok tiba-tiba banyak potongan ni gimana lah mandiri, selain biaya admin tiba-tiba terpotong 10k, mana di keterangan gak ada jelas potongan buat apa. Rugi lah kalau begini lama-lama bank kalah service sama dompet digital top up gampang admin gratis."
6219,Tolong perbaikannya living masa setiap mau login ada tulisan sistem hp tidak mendukung padahal biasanya aman aman aja tolong di perbaiki
6220,Sangat memuaskan
6221,Aplikasi bobrok udh uang msh jutaan m banking ga bisa d gunakan.. mau ke bank langsung saya masih d luar negri
6222,Nggak Bisa Klik Reward
6223,Sering banget updte
6224,Pembayaran lebih mudah
6225,"Q kasih bintang 1,susah dptkan ferifikasi wajah"
6226,transaksi & tarik tunai lewat livin gagal terus padahal udah pengaturan waktu otomatis malah disuruh seting pengaturan waktu otomatis
6227,Sekarang kenapa sering sekali error ? Siang di jam jam kebutuhan tinggi malah error tidak bisa dibuka.. Kacauuuuu...
6228,"Saya ubah lagi dari b1 ke b5 soal kinerja cs mandiri karna sudah merespon verifikasi login apk livin lewat cs tidak perlu kebank ,karna sulit bagi pelaut karna posisi sedang berlayar jauh dari daratan,untuk kedepannya semoga dipermudah lagi"
6229,Sudah seminggu ganti no hp dan email ... belum juga bisa aktifasi/login...
6230,"Tiap mau top up dan transfer selalu coba lagi terus bilang waktu handphone harus sesuai, padahal sudah sesuai, Saran dari sistem suruh hapus cache sama uninstall aplikasi terus , saya ikuti tapi malah tidak bisa intall ulang livin"
6231,"Loading mulu, kenapa?"
6232,Minta tolong verifikasi wajah pas mau aktifkan Livin mandiri nya. Sulit amat bos
6233,"Ini kenapa aplikasi tidak bisa di login, aplikasi tidak ada perbaikan. Tidak bisa di gunakan sama sekali"
6234,Knp livingku GK bisa di buka ..tlg dong..di perbaiki...klo memng GK bisa di gunakan LG tlg hapus aplikasi living dari perangkat google
6235,Mau menggunakan fitur lupa pasword gagal terus
6236,Kenapa ya kok livin saya di hp android tidak bisa masuk padahal yang kemarin gampang banget
6237,kalo akun livinnya ter blokir cara mengatasinya gimana ya?
6238,Sudah seminggu tidak bisa bertransaksi karena di suruh pengaturan jam. Padahal jam sudah di set otomatis 😔
6239,aplikasi Iki sebenarnya sangat bagus tapi saat verifikasi wajah harus diulang terus karena saat Selvi harus pakai kamera yang bagus.masak saya harus beli hp dulu baru bisa.hpku elek bosku
6240,Sudah dari 2 minggu yg lalu sy tidak bisa transfer dan Kode QR juga tidak bisa tampil. Tolong di-maintenance aplikasinya.
6241,Keren
6242,Ni call center mandiri ini ke apa tau di telpon ga pernah di angkat
6243,Bagus saya dapet susu 2
6244,Kok ga bisa login ya ...kok sulit
6245,Ok
6246,"Kenapa habis pembaruan by Livin ,gak bisa login"
6247,Mudah dan sangat membantu..
6248,Bagus
6249,Mantap
6250,Ini knp kok ga bs dipake ya Livin nya..kluarnya ktrg sharescreen trs..pdhl ga ada share ke siapa2 atau pke aplksi itu
6251,"Uda seminggu gak bisa login, karena perbaikan peningkatan pelayanan. Sangat ribet untuk transfer harus ke cabang terdekat dan antri yg lama. Sangat sangat menyusahkan...."
6252,Bank Mandiri mmng Membrikan Pelynan Terbaik 👍🥰
6253,Bagus
6254,Kenapa setelah terblokir pin sekali tidak bisa daftar lagi?
6255,Sangat membantu yu buruan daftar
6256,Sangat memudahkan pengguna
6257,"Hampir tiap hari direpotkan dengan aplikasi yg tidak bisa diakses, tidak bisa log in. Menyulitkan sekali. Tolong diperbaiki aplikasinya"
6258,"Kenapa buat transfer di aplikasinya tidak bisa, suruh tingkatkan apanya"
6259,Ok
6260,Gabisa login ribet
6261,Kenapa ko gk bsa sya buka Livin nya
6262,Bagus
6263,Android 15 Di pixel 6 Pro ga bisa di buka oi
6264,Aplikadi sering error
6265,Error mulu
6266,Diminta kepada livin mandiri agar tidak terlalu lama waktu pemeliharaan.mulai pukul 01.00 sampai 03.00 itu waktu yang sangat lama.sungguh tidak nyaman.
6267,"Selalu transaksi tidak berhasill... Jd nyesel nyimpen uang di mandiri, Kaga Sat set sat set.... Mending BCA"
6268,payrol dari tahun 2010 .. masa gk ada fasilitas KTA ..
6269,Mantap terpercaya
6270,Kak kenapa ini dari kemarin Livin tidak bisa masuk ya
6271,Bersama livin kemudahan dan kelancaran utk maju menjalankan kehidupan yang sejahtera
6272,👍👍
6273,Makin sini makin gak jelas gua punya kartu ATM 2 gak bisa di pake sama sekali
6274,Susah banget mau topUp E-wallet dana. Aneh
6275,"Aplikasi jelek, udah 4 hari ini ga bisa dibuka..udah coba diinstall ulang tetap aja g bisa dibuka.. Masa sekelas bank besar aplikasi ebankingnya kualitasnya parah banget.."
6276,"Daftar livin mandri sudah 3 bulan melalui kantor mandiri,, tpi sampai skrg blom bisa masuk,, dengan alasan sedang perbaikan terus,, Tolong di bantu admin"
6277,Bagus
6278,Payah loading nya lama pas masuk. Saya butuh hitungan detik ga kebuka. Harus nungguin 5-10 menit. Ketika butuh QR jadi harus nungguin. Kasian yang di belakang yang nungguin saya
6279,Mantap
6280,"Tidak bisa masuk,jawaban Perbaikan sistem .padahal sudah 1minggu lebih.os hp android 12,software juga audah di update terbaru"
6281,Berhari hari gak bisa akses
6282,Aplikasi M-BANKING TERBURUK... Notif share screen share screen.. Hadeeh nyusahin. Bagusan BCA kemana2.
6283,Kak kenapa kok saya nggak bisa registrasi di Livin ya waktu login pas masuk tgl lahir terus tertulis tidak dapat dilakukan padahal baru AQ download ATM nya pun baru
6284,"Udah 3 bulan pengajuan buwat bikin Livin tpi gak bisa terus udah 5x ke kantor cabang terdekat, parah Bank mandiri pelayanan kurang"
6285,Pinjaman nya di munculin lagi kak
6286,"Ganti nomer livin lama . Kata Cs minimal 2minggu ini udah 1bulan lebih gak bisa² ..ada tulisan""layanan tidak tersedia untus sementara""... Tolong diperbaiki.."
6287,Ok mantap bagus
6288,Ini gimana ya min kok ga bisa verivikasi wajah
6289,"Udah hampir 2 bulan Livin ya gak bisa udah bolak balik 2 ke kantor cabang, parah si ini bank mandiri"
6290,"Saya pakai 3 hp tapi semua ga ada yg bisa dipakai buat buka ini aplikasi..disuruh cek rekening lwt app,app nya gabisa buka. Cek lwt atm,kartu tidak terbaca Bank apa kalian ini,kalah sm swasta Payah"
6291,"Beberapa kali melakukan transaksi gak bisa, pengaturan gak mendukung. Sudah dibenerin tetap aja gak bisa. Sebelum""nya gak pernah kayak ginilo. Tolong diperbaiki dong sistemnya, sudah banyak yang komplain. Terima Kasih"
6292,mandiri tidak bisa memproteksi uang yang saya simpan di tabungan saya uang saya di potong tanpa pemberitahuan maksudnya apa kecewa saya
6293,"sudah 3 hari ini livin by mandiri tidak bisa dibuka, setiap mau buka livin by mandiri, aplikasinya terbuka sebentar lalu menutup sendiri tanpa sebab yang jelas, saya lihat di google aplikasi store livin by mandiri masih yang terbaru belum ada updatenya, mohon bantuannya untuk mengatasi hal ini..."
6294,Maaf.. kenapa pas udah buka aplikasinya malah keluar dari aplikasi lagi? Sering error kalau malam.. tolong diperbaiki yaa🙏
6295,"Saya sudah daftar tapi kartu fisik tidak datang, setelah itu akun keluar sendiri dan harus login pake nomor yang ada di kartu debit, sedangkan kartu debit nya gak ada, kasih solusi dong"
6296,Sangat membantu dalam proses mengenai uang
6297,"kecewa banget sama livin, banyak yang eror mau transaksi aja selalu gagal dengan keterangan cek pengaturan jam otomatis. padahal sudah otomatis dan tidak ada yang salah, maaf bintang satu dan tolong diperbaiki segera padahal udah banyak yang lapor juga masih belum diperbaiki :("
6298,Kenapa sekarang livin sulit d buka
6299,Trsns Sering Lemot tdk lancar
6300,Login pakai sidik jari sering bermasalah
6301,Kenapa Livin gak dukung android redmi 13c
6302,"untuk login ulang susah sangat, padahal sudah verifikasi wajah sudah centang Mala muat ulang ngetik nomor kartu lagii , sudah sekali buat login"
6303,Okay banget
6304,"Gajelas, aplikasi rusak, pas mau login suruh ngirim otp gak masuk masuk, masak pas udah nunggu 1 jam baru kode otp masuk semua, yang jelas lah"
6305,Mantap jiwa
6306,kenapa tiba tiba livin saya terblokir dan tidak dapat login ulang?
6307,Alus lah
6308,"makin lama makin sering eror udah berapa hari di utak utik masih sama,tolomg cepat di perbaiki"
6309,cukup praktis mengunakan Livin by mandiri dan lebih cepat
6310,"Admin tolong diperbaiki lagi aplikasinya ini sering muncul, kata kata ""share screen""dan coba lagi coba lagi🙏🙏🙏"
6311,Kenapa setiap mau transaksi muncul butuh pengaturan tanggal....setelah di download ulang baru bisa lancar
6312,Pelayanan CS mandiri sangat lambat sangat kecewa
6313,"Knp lagi dah ni aplikasi,gk bisa dibuka katanya sistem operasi handphone tidak mendukung,padahal kemarin-kemarin bisa,ini malah gk bisa HP saya model terbaru 2029 ni wooy,android 50 🙃"
6314,Aplikasi RUSAK
6315,"Awal2 download apk ini bisa di gunakan tapi lama kelamaan ko pas saya mau login malah gk bisa kembali trus ,, kira2 kenapa ya"
6316,"Tolong saya sudah ganti kartu baru karena kartu yang lama sudah kadaluwarsa, tapi kenapa kartu baru saya tidak dapat di aktivasi?"
6317,Banyak trobelnya toup ewalet ngk bisa
6318,"kenapa setiap mau top up selalu gak bisa akhir""ini, padahal nggak ada kendala lain, tolong di perbaiki"
6319,Mengecewakan sekali setiap mau login ke Livin selalu muncul tulisan (sistem sedang di perbarui) mohon untuk di perbarui masalah nya saya sangat kecewa kalau sudah di perbarui saya akan kasih bintang 5
6320,"Tolong ka saya bikin apk ini, rekening dalam proses aja"
6321,"Mantap aplikasunya kita bisa menabung di sini,tapi kenapa ya punya saya rekening masih proses aja dari tadi"
6322,"Keluhan tetap sama tiap transaksi selalu ada tulisan cek jam dan waktu padahal sudah otomatis , mohon untuk developer agar lebih meningkatkan layanan bukan hanya tampilan."
6323,Kalau penting mau pakai malah nggak mau muser. Nggak mau kebuka. Makin ke sini makin sering lagi kayak gitu.
6324,Verifikasi wajah kok gagal terus
6325,Sudah 2bulan Layanan Tidak Tersedia sudah ke CS tidak ada solusi
6326,"Terbaik, jika dibandingkan dengan Yg Lain. Semoga kedepan bisa lebih ditingkatkan. 👍🏿"
6327,Oke
6328,Terbaik
6329,"Ampun dah, mau login apk keluar sendiri mulu"
6330,Mandiri banking sangat dibutuhkan untuk transaksi bank
6331,Udah parah nih apk gak bisa di pake
6332,Saya heran login aplikasi kluar sndiri GK bisa masuk
6333,Bank mandiri kereeenn
6334,sistem jaringan jelek
6335,Mantul
6336,Ok
6337,Sangat mudah dan cepat Tapi hari ini kok gak bisa dibuka ya aplikasi living by mandiri apa permasalahannya?
6338,Bantu upgrade
6339,"Sebaiknya di mutasi transfer uang masuk di sertai jam nya, jadi ketika ada teman mengirim bukti transfer bisa di akurin jam masuknya 🙏"
6340,"Ini aplikasi lama-lama gk bener. Mau verifikasi wajah aja susah, udh kedip ribuan kali ttp gk bisa. Emang harus good looking dulu baru bisa? Sekali login malah log out sendiri terus. Verifikasi wajah katanya mudah, mana buktinya? Sudah"
6341,👍
6342,"kenapa saat melakukan transaksi gagal terus, tulisannya dikarenakan pengaturan jam, sudah di otak atik tetap saja gabisa padahal di pengaturan HP jam nya udah otomatis, sekarang ditambah akun aplikasi keluar"" sendiri, padahal dulu aku juga pernah make livin mandiri tapi ga pernah ada masalah kayak gini, kebanyakan pembaruan malah tambah ngebug, kecewa banget sih"
6343,Maaf pak ko Livin saya ga bisa di buka yah
6344,ganguan terus kau aplikasi sampah
6345,Ini gmna buka livin force close mulu
6346,Susah banget kalau malam ngaksesnya
6347,Tolonglah knp dngn livin sy yg biasa bisa top up lancar transsfer lancar ni kok mala g bs. Tlglah diperbaiki scptny
6348,Good
6349,berikan fitur terbaru updated versi terbaru dan optimal ke by mandiri
6350,Ok
6351,"Min kenapaa ya livin nge stuck terus di verifikasi wajah , hp saya nge stuck terus pas disitu , hp saya nge stuck saat buka livin doang yg lain normal."
6352,Sangat bagus
6353,Mantap
6354,Sangat membantu
6355,Aplikasi tak berguna di saat malam hari g bisa transfer di saat genting... mending g usah bikin apk kalau tidak berguna dan tidak bisa di gunakan di saat tengah malam
6356,Tolong ya livin mandiri selalu gagal trus saat mau tf ato bayar VA.yg katanya tunggu beberapa saat lagi...trus cek pengaturan jam handpone anda.pdhal sebelumnya bisa.skrg jdi sulit banget.
6357,Nice
6358,kenapa sih livin ini kalau tengah malam susah amat mau transaksi..selalu pemeliharaan...kenapa harus tiap hari sih
6359,"Aplikasi eror terus, TF tidak bisa, TopUp tidak bisa Masalah pengaturan waktu lah ini lah itu lah."
6360,kebanyakan makan biaya admin orang cuma ngisi 20 ribu saldo di potong admin 2x 3.500
6361,Sangat membantu.! Mempermudah aktivitas
6362,Min kok dari 3 hari terakhir livin saya tidak bisa di pakai top up dana?
6363,"Sangat kecewa menggunakan aplikasi ini, karena disaat waktu terdesak dan butuh aplikasi ini malah error gak jelas. Coba Atur waktu bla bla bla? Dicoba ratusan kali pun tetep aja brooooo... waktunya ganti developer yang lebih jago"
6364,pihak perusahaan saya memakai jasa bank mandiri untuk pembayaran gaji karyawan tapi dari pihak bank mandiri sangat lambat melakukan transfer gaji kami karyawan sedangkan karyawan lain yang memakai bank lain untuk gajia masuk nya cepat. emang mandiri lelet lambat kalah sama bank bri
6365,Buka tabungan di malam hari susah di waktu pembuatan sandi tidak mau respon
6366,Punya saya kok troble lama ya
6367,Sering eror harus menghapus dan meng unduh lagi
6368,Tolong di update ini livin di hp terbaru kga bs di gunakan ini livin
6369,Sangat membantu
6370,Mengapa aplikasi ini kadang tidak bisa dibuka....???
6371,Karena kemarin aku download nggak bisa daftar
6372,sangat bagus
6373,"Kenapa fitur tap to pay saya jadi gabisa terus. Tulisan nya intinya disurug coba lagi nanti. Udah bolak balik coba juga gaada perubahan tetep gabis. Udah wa ke mita dan temen mita juga gak kebantu, cuma disuruh chek berkala doang. Gak membantu sama sekali. Gimana ini, bug nya tolong diperbaiki."
6374,susah vermuknya
6375,Bagus
6376,Livin keren
6377,"Kenapa setiap transaksi selalu muncul pengaturan tanggal dan telepon, padahal di pengaturan tidak ada perubahan sama sekali, jadi buruk gini sih livin"
6378,terkhusus bank mandiri terkait no telp nasabah knp bisa bocor sampai ke penipu sehingga banyak nasabah yg lanjut umur menjadi korban penipuan.?
6379,"Lemot, sinyal bagus loding g masuk"" maintenance sering uninstall ajj"
6380,"Gak bisa login malah harus ke kantor cabang,mana di sini gak ada kantor cabang,ribet banget pake livin.."
6381,Ada apa ya sama Livin? Kok dari kemarin gk bisa buka login dan saldo saya berkurang 25rb loh yg harus bisa ditarik saldo sesuai yg saya inginkan tp krna berkurang sndiri jd gk bisa. Tolong bantuannya ya admin. Makasih.
6382,"Aplikasi apaan orang sebelum instal ulang bisa ko selesai instal ulang malah ke detect sistem operasi tidak mendukung, kocag Amad ini applikasi"
6383,Aplikasinya sangaaaat membantu dan mempermudah proses transaksi.. Terima kasih livin🙏
6384,"Slalu typ kali stlh tertekan apk secrinsot layat apk pasty ga bsa di buka untuk login,knv"
6385,"Kenapa logo kuning itu lbh lemot ya dari pada yg logo biru?tolong dong kalo kita harus beralih ke logo kuning,aplikasinya diperbaharui,setidaknya lbh cepat kalo login.ini pake yg kuning mlh lama,dan loading terus.mau transaksi online jadi terhambat.mohon dievaluasi"
6386,"Tidak bisa untuk transaksi ,, eror pengaturan waktu ."
6387,"Mau daftar Livin mandiri aja susah betul,sampe sekarang ga bisa juga..."
6388,makin kaga jls udh lama kaga di pake malah ngambek kaha muncul nomor rek mending bca
6389,Sekarang sering error. Transaksi tidak ditemukan katanya
6390,Gak bisa masuk aplikasi living by mandiri kenapa nya???
6391,Mantap
6392,Knapa ini livin mau apdet ganti nomer kok sistem perbaikan terus udah 1bln
6393,M-banking paling gagal mau melakukan transfer malah gak bisa bisa dengan alasan suruh atur jam dlu
6394,Cabang tigaraksa benerin mbanking gk bisa.. Giliran ATM ke blokit bisa.. Kena biaya admin.. Gk jelas cabang Tigaraksa
6395,Koq saya tidak bisa bayar tagihan Shopee? Biasanya lancar jaya
6396,Mantap
6397,"Wealah gangguan lama banget, bikin terhambat"
6398,Sanggat membantu
6399,good
6400,Oke
6401,Saya sudah kirim kendala saya di email mohon di tindak lanjutin
6402,"Aplikasi busuk mau transfer sering gagal alasannya karena settingan waktu, padahal settingan waktu udah otomatis"
6403,"Sering otomatis terbuka sendiri 5-6 kali tiap error nya. Plisss lah, itu sangat mengganggu. Saya sudah sering update, tapi bug nya tetap muncul. MOHON PERBAIKI"
6404,"aplikasi apaan sih knpa selalu ada perbaikan klw mau masuk opsi yg sdh punya no banking , udh di coba ulang² tetep aja sama"
6405,Pembayaran dan setoran sering gangguan
6406,Verivikasi muka SULIT BANGET ngalah-ngalahin pengajuan PINJOL
6407,kenapa tidak bisa di buka di hp redmi
6408,"Sangat disayangkan.. sebelum nya biaya transaksi dgn bank lain hanya 2500. sekarang per sekali transaksi jadi 6500 hampir 3x dari biaya awal. Jadi kurang minat untuk digunakan antar bank lainnya, sangat mahal biaya nya."
6409,Mau dattar susah y
6410,toap malem maintenan terusssss
6411,"Min tolong dong adain penarikan tunai 50k pake apk, masa min 100k aja sih ada nya"
6412,"Setiap buka aplikasi, muncul trus aplikasi tidak bisa terhubung, matikan fitur berbagi layar atau kontrol HP jarak jauh, padahal sebelum x bisa aja terbuka, d HP juga nda ada yang berubah... Sudah k cs nda ada solusi juga bilang x ada peningkatan layanan."
6413,Godd
6414,Livin mandiri tidak bisa dibuka harus kekantor cabang Bgaimna cra membukanya tanpa harus ke cabang
6415,Sangat bagus
